All,Semua
"Subtotal (Incl.Tax)","Subtotal (Termasuk Pajak)"
"Shipping & Handling (Excl.Tax)","Penanganan & Pengiriman (Tidak Termasuk Pajak)"
"Shipping & Handling (Incl.Tax)","Penanganan & Pengiriman (Termasuk Pajak)"
"Grand Total (Excl.Tax)","Jumlah Total (Tidak Termasuk Pajak)"
"Grand Total (Incl.Tax)","Jumlah Total (Termasuk Pajak)"
"Manage Tax Rates","Kelola Tarif Pajak"
"New Tax Rate","Tarif Pajak Baru"
"Tax Zones and Rates","Zona dan Tarif Pajak"
"We can't delete this tax rate right now.","Kami tidak dapat menghapus tarif pajak ini sekarang juga."
"An error occurred while loading this tax rate.","Terjadi kesalahan saat memuat tarif pajak ini."
"You deleted the tax rate.","Anda Menghapus Tarif Pajak."
"We can't delete this rate because of an incorrect rate ID.","Kami tidak dapat menghapus rasio ini karena salah menilai ID."
"Something went wrong deleting this rate.","Terjadi Kesalahan Saat Menghapus tarif ini."
"Edit Tax Rate","Merubah tarif pajak"
"You saved the tax rate.","Anda menyimpan tarif pajak."
"An error occurred while loading tax rates.","Terjadi Kesalahan saat memuat Tarif Pajak."
"The tax rule has been deleted.","Aturan pajak telah dihapus."
"Something went wrong deleting this tax rule.","Ada yang salah menghapus peraturan pajak ini."
"New Tax Rule","Peraturan pajak baru"
"You saved the tax rule.","Anda menyimpan peraturan pajak."
"We can't save this tax rule right now.","Kami tidak dapat menyimpan peraturan pajak ini sekarang juga."
"Invalid name of tax class specified.","Nama kelas pajak yang tidak ditentukan."
"We can't delete this tax class right now.","Kami tidak dapat menghapus kelas pajak ini sekarang juga."
"We can't save this tax class right now.","Kami tidak dapat menyimpan kelas pajak ini sekarang juga."
"This class no longer exists.","Kelas ini sudah tidak ada lagi."
"You cannot delete this tax class because it is used in Tax Rules. You have to delete the rules it is used in first.","Kelas ini sudah tidak ada lagi."
"You cannot delete this tax class because it is used in existing %1(s).","Anda tidak dapat menghapus kelas pajak ini karena digunakan dalam %1(s) yang ada."
"Custom price if available","Custom harga jika tersedia"
"Original price only","Asli saja"
"Shipping Origin","Asal pengiriman"
"No (price without tax)","Tidak (harga tanpa pajak)"
"Yes (only price with tax)","Ya (hanya harga dengan pajak)"
"Both (without and with tax)","Baik (tanpa dan dengan pajak)"
"Invalid type supplied","Jenis tidak valid disertakan"
"Class name and class type","Nama kelas dan tipe kelas"
"Grand Total (Excl. Tax)","Grand Total (diluar Pajak)"
"Grand Total (Incl. Tax)","Jumlah Total (Termasuk Pajak)"
"Shipping (Excl. Tax)","Pengiriman Tidak TermaPengiriman (diluar Pajak) suk Pajak)"
"Shipping (Incl. Tax)","Pengiriman (Termasuk Pajak)"
"Before Discount","Sebelum Diskon"
"After Discount","Setelah diskon"
"To apply the discount on prices including tax and apply the tax after discount, set Catalog Prices to “Including Tax”. ","Peringatan: Untuk menerapkan diskon pada harga sudah termasuk pajak dan menerapkan pajak setelah diskon, set katalog harga ""Termasuk Pajak"". "
"Store(s) affected: ","Toko Terpengaruh: "
"Click on the link to <a href=""%1"">ignore this notification</a>","Klik pada link untuk <a href=""%1"">Abaikan Pemberitahuan ini</a>"
"With customer tax applied “Before Discount”, the final discount calculation may not match customers’ expectations. ","Dengan pajak pelanggan yang menerapkan ""Belum Diskon"", perhitungan diskon akhir mungkin tidak sesuai dengan harapan pelanggan. "
"Your current tax configuration may result in rounding errors. ","Konfigurasi pajak Anda saat ini dapat mengakibatkan kesalahan pada keseluruhan. "
"Please see <a href=""%1"">documentation</a> for more details. ","Silahkan Lihat <a href=""%1"">dokumentasi</a> Untuk rincian lebih lanjut. "
"Click here to go to <a href=""%1"">Tax Configuration</a> and change your settings.","Klik disini untuk melihat <a href=""%1"">Konfigurasi pajak</a> Dan merubah settingan Anda."
"Invalid type of tax class ""%1""","Jenis Pajak kelas %1 tidak valid"
"Updating classType is not allowed.","Memperbarui Jenis kelas tidak diperbolehkan."
"A class with the same name already exists for ClassType %1.","Kelas dengan nama yang sama sudah ada untuk Jenis kelas %1."
"customer group","grup Pelanggan"
product,produk
"Excl. tax:","Belum Termasuk Pajak:"
"Entity already exists","Entitas Sudah ada"
"Cannot save titles","Tidak dapat menyimpan judul"
"Some Message","Beberapa Pesan"
Note:,Catatan:
"Leave this field empty if you wish to use the tax identifier.","Kosongkan Bagian ini jika Anda ingin menggunakan pengenal pajak."
"An error occurred","Terjadi kesalahan"
"Do you really want to delete this tax rate?","Apakah Anda yakin ingin menghapus rating pajak ini?"
"Add New Class","Tambahkan Kelas baru"
Taxes,Pajak
"Tax Section","Bagian Pajak"
"Tax Classes","Kelas Pajak"
"Tax Class for Shipping","Kelas Pajak Untuk Pengiriman"
"Default Tax Class for Product","Kelas Standar Pajak untuk Produk"
"Default Tax Class for Customer","Kelas standar pajak untuk pelanggan"
"Calculation Settings","Pengaturan kalkulasi"
"Tax Calculation Method Based On","Metode kalkulasi pajak berdasarkan"
"Catalog Prices","Katalog harga"
"This sets whether catalog prices entered from Magento Admin include tax.","Ini menentukan apakah harga katalog yang masuk dari Admin Magento termasuk pajak."
"Shipping Prices","Harga Pengiriman"
"This sets whether shipping amounts entered from Magento Admin or obtained from gateways include tax.","Ini menentukan apakah jumlah pengiriman yang masuk dari Admin Magento atau yang diperoleh dari awal termasuk pajak."
"Apply Customer Tax","Menerapkan pajak pelanggan"
"Apply Discount On Prices","Menerapkan diskon pada harga"
"Warning: To apply the discount on prices including tax and apply the tax after discount, set Catalog Prices to “Including Tax”.","Peringatan: Untuk menerapkan diskon pada harga sudah termasuk pajak dan menerapkan pajak setelah diskon, set katalog harga ""Termasuk Pajak""."
"Apply Tax On","Menerapkan pajak pada"
"Enable Cross Border Trade","Aktifkan Perdagangan Lintas Batas"
"When catalog price includes tax, enable this setting to fix the price no matter what the customer's tax rate.","Ketika katalog harga sudah termasuk pajak, memungkinkan aktifkan pengaturan ini untuk memperbaiki harga tidak terpengaruh berapa tarif pajak pelanggan."
"Default Tax Destination Calculation","Tujuan Kalkulasi Standar pajak"
"Default State","Bawaan Negara Bagian"
"Default Post Code","Kode Pos Default"
"Price Display Settings","Pengaturan Tampilan Harga"
"Display Product Prices In Catalog","Menampilkan Harga Produk di Katalog"
"Display Shipping Prices","Menampilkan Harga Pengiriman"
"Shopping Cart Display Settings","Pengaturan Tampilan Keranjang Belanja"
"Display Prices","Menampilkan Harga"
"Display Subtotal","Menampilkan Subtotal"
"Display Shipping Amount","Menampilkan Harga Pengiriman"
"Include Tax In Order Total","Termasuk Pajak di Total Pesanan"
"Display Full Tax Summary","Menampilkan Ringkasan Pajak Penuh"
"Display Zero Tax Subtotal","Menampilkan Subtotal Pajak Nol"
"Orders, Invoices, Credit Memos Display Settings","Pesanan, Faktur, Setelan Tampilan Memo Kredit"
State/Region,Negara/Wilayah
"Subtotal Only","Subtotal Saja"
"(Excl. Tax)","(Tidak Termasuk Pajak)"
"(Incl. Tax)","(Sudah Termasuk Pajak)"
"Order Total Excl. Tax","Jumlah Total Pesanan Tidak termasuk pajak"
"Order Total Incl. Tax","Jumlah Total Pesanan sudah termasuk pajak"
"Import and Export Tax Rates","Tarif Pajak Impor dan Ekspor"
"The tax rate has been imported.","Tarif pajak telah diimpor."
"Invalid file upload attempt","Upaya upload unggahan tidak valid"
"Invalid file upload attempt.","Upaya upload unggahan tidak valid."
"Invalid file format.","Format file tidak valid."
"Country code is invalid: %1","Kode Negara tidak valid: %1"
"Import Tax Rates","Tarif Pajak Impor"
"Export Tax Rates","Tarif Pajak Ekspor"
"Import/Export Tax Rates","Tarif Pajak Impor / Ekspor"
"Save and Continue","Simpan dan Lanjutkan"
"Save Configuration","Simpan Konfigurasi"
Themes,Tema
"Are you sure you want to delete this theme?","Yakin ingin menghapus tema ini?"
"Theme: %1","Tema: %1"
"Theme CSS","Tema CSS"
"Theme CSS Assets","Aset Tema CSS"
"Select CSS File to Upload","Pilih Berkas CSS untuk Diunggah"
"Upload CSS File","Unggah Berkas CSS"
"Download CSS File","Mengunduh Berkas CSS"
"Upload Images","Unggah gambar"
"Images Assets","Gambar Aset"
"Upload Fonts","Unggah font"
"Fonts Assets","Aset Font"
"Edit custom.css","Sunting custom.css"
"Allowed file types *.css.","Jenis file yang diizinkan *.css."
"This file will replace the current custom.css file and can't be more than 2 MB.","File ini akan menggantikan file custom.css saat ini dan tidak boleh lebih dari 2 MB."
"Max file size to upload %1M","Ukuran file maks untuk mengunggah %1M"
"Something is wrong with the file upload settings.","Ada yang salah dengan pengaturan upload file."
"CSS Editor","Editor CSS"
"Theme Settings","Pengaturan tema"
"Parent Theme","Tema Orangtua"
"Theme Path","Jalur Tema"
"Theme Title","Judul tema"
"Theme Preview Image","Gambar Pratinjau Tema"
"Copy of %1","Salinan %1"
"Max image size %1M","Ukuran gambar maks %1M"
"Theme JavaScript","Tema JavaScript"
"Select JS Files to Upload","Pilih File JS untuk Upload"
"Upload JS Files","Unggah Berkas JS"
"JS Editor","Editor JS"
"Allowed file types *.js.","Jenis file yang diizinkan *.js."
"Create Folder","Buat Folder"
"Insert File","Sisipkan File"
welcome,"selamat datang"
"Design Configuration","Konfigurasi desain"
"We cannot find a theme with id ""%1"".","Kami tidak dapat menemukan tema dengan id ""%1""."
"You deleted the theme.","Anda menghapus tema."
"We cannot delete the theme.","Kami tidak dapat menghapus tema."
"File not found: ""%1"".","File tidak ditemukan: ""%1""."
"We can't find file.","Kami tidak dapat menemukan file."
"We cannot find theme ""%1"".","Kami tidak dapat menemukan tema ""%1""."
"We cannot find the theme.","Kami tidak dapat menemukan temanya."
"This theme is not editable.","Tema ini tidak bisa diedit."
"You saved the theme.","Anda menyimpan tema."
"We can't upload the CSS file right now.","Kami tidak dapat mengunggah file CSS sekarang."
"We can't upload the JS file right now.","Kami tidak dapat mengunggah file JS sekarang juga."
"Sorry, something went wrong. That's all we know.","Maaf, ada yang tidak beres. Hanya itu yang kita tahu."
"Invalid type","Tipe tidak valid"
"%1 does not contain field '%2'","%1 tidak berisi bidang '%2'"
"Invalid regular expression: ""%1"".","Ekspresi reguler tidak valid: ""%1""."
"%1 does not contain field 'file'","%1 tidak berisi 'file'"
"The start date can't follow the end date.","Tanggal mulai tidak bisa mengikuti tanggal akhir."
"The date range for this design change overlaps another design change for the specified store.","Rentang tanggal untuk perubahan desain ini tumpang tindih dengan perubahan desain lain untuk toko yang ditentukan."
"Theme id should be set","Id tema harus ditetapkan"
"Circular-reference in theme inheritance detected for ""%1""","Edaran-referensi dalam pewarisan tema terdeteksi untuk ""%1"""
"The CSS file must be less than %1M.","File CSS harus kurang dari %1M."
"The JS file must be less than %1M.","File JS harus kurang dari %1M."
"Use only standard alphanumeric, dashes and underscores.","Gunakan hanya alfanumerik standar, tanda hubung dan garis bawah."
"We found a directory with the same name.","Kami menemukan sebuah direktori dengan nama yang sama."
"We cannot find a directory with this name.","Kami tidak dapat menemukan direktori dengan nama ini."
"Theme isn't deletable.","Tema tidak bisa dihapus."
"localized exception","kesalahan dalam bahasa lokal"
"Test Label","Label Uji"
Phrase,Frasa
testMessage,"uji pesan"
"We found no files.","Kami tidak menemukan file."
"Browse Files","Telusuri Berkas"
Scope:,Cakupan:
"Help Us Keep Magento Healthy","Bantu Kami Jaga agar Magento Sehat"
"Report All Bugs","Laporkan Semua Bugs"
"JavaScript seems to be disabled in your browser.","JavaScript tampaknya dinonaktifkan di browser Anda."
"For the best experience on our site, be sure to turn on Javascript in your browser.","Untuk pengalaman terbaik di situs kami, pastikan untuk mengaktifkan Javascript di browser Anda."
"Local Storage seems to be disabled in your browser.","Penyimpanan Lokal sepertinya dinonaktifkan di browser Anda."
"For the best experience on our site, be sure to turn on Local Storage in your browser.","Untuk pengalaman terbaik di situs kami, pastikan untuk mengaktifkan Local Storage di browser Anda."
"Items %1 to %2 of %3 total","Item %1 sampai %2 dari total %3"
Page,Halaman
"You're currently reading page","Anda sedang membaca halaman"
"Password you set when creating account","Password yang Anda tetapkan saat membuat akun"
"We don't recognize this file extension.","Kami tidak mengenali ekstensi file ini."
"1 column","1 kolom"
"Default welcome msg!","Pesan selamat datang default!"
"Copyright © 2013-present Magento, Inc. All rights reserved.","Hak Cipta © 2013-2017 Magento, Inc. Semua hak dilindungi."
"Design Config Grid","Desain Config Grid"
"Rebuild design config grid index","Membangun kembali desain konfigurasi indeks grid"
"Admin empty","Admin kosong"
"Admin 1column","Admin 1 kolom"
"Theme Information","Informasi Tema"
"Favicon Icon","Ikon Favicon"
"Default Page Title","Judul Halaman Default"
"Page Title Prefix","Awalan Judul Halaman"
"Page Title Suffix","Halaman Judul Akhiran"
"Default Meta Description","Deskripsi Meta Default"
"Default Meta Keywords","Kata Kunci Meta default"
"This will be included before head closing tag in page HTML.","Ini akan disertakan sebelum tag penutup kepala di HTML halaman."
"Scripts and Style Sheets","Script dan Style Sheets"
"Display Demo Store Notice","Tampilkan Pemberitahuan Demo Demo"
"Logo Attribute Width","Lebar Atribut Logo"
"Logo Attribute Height","Tinggi Atribut Logo"
"Welcome Text","Teks Selamat datang"
"This will be displayed just before the body closing tag.","Ini akan ditampilkan tepat sebelum tag penutup tubuh."
Copyright,"Hak cipta"
"Default Robots","Robot standar"
"Edit custom instruction of robots.txt File","Edit perintah kustom dari file robots.txt"
"This action will delete your custom instructions and reset robots.txt file to system's default settings.","Tindakan ini akan menghapus instruksi khusus Anda dan me-reset file robots.txt ke pengaturan default sistem."
"Reset To Defaults","Setel Ulang Ke Pengaturan Awal"
"Skip to Content","Lewati ke konten"
Account,Akun
"2 columns with left bar","2 kolom dengan bar kiri"
"2 columns with right bar","2 kolom dengan bar kanan"
"3 columns","3 kolom"
"Dictionary (Translation on Storefront side)","Kamus (Terjemahan di sisi Halaman Depan)"
"Embedded (Translation on Admin side)","Tertanam (Terjemahan di sisi Admin)"
"Error while translating phrase ""%s"" in file %s.","Kesalahan saat menerjemahkan frasa ""%s"" di file %s."
"Error while generating js translation dictionary: ""%s""","Kesalahan saat membuat kamus terjemahan js: ""%s"""
"Translation Strategy","Strategi Penerjemahan"
Translations,Terjemahan
"Translation files","File terjemahan"
"Condition type ""%1"" is not allowed","Kondisi jenis ""%1"" tidak diperbolehkan"
"Remove %1","Hapus %1"
"Add New %1","Tambah %1 baru"
"New %1","Baru %1"
"Unsupported bookmark action.","Tindakan bookmark tidak didukung."
Filters,Filter
Selected,Terpilih
"Select All on This Page","Pilih Semua di Halaman ini"
"Deselect All on This Page","Hapus Semua Semua di Halaman ini"
On,Di
Off,Mati
"Go to Details Page","Pergi ke Halaman Rincian"
"New View","Pemandangan baru"
"Default View","Tampilan default"
"${ $.visible } out of ${ $.total } visible","${ $.visible } dari ${ $.total } yang tampak"
"You have successfully saved your edits.","Anda telah berhasil diselamatkan suntingan Anda."
"There are {placeholder} messages requires your attention.","Ada pesan {placeholder} membutuhkan perhatian Anda."
"You haven't selected any items!","Anda belum memilih item apapun!"
"Search by keyword","Pencarian dengan kata kunci"
Keyword,"Kata kunci"
"Please enter more or equal than {0} symbols.","Masukkan lebih atau sama dari pada simbol {0}."
"Please enter less or equal than {0} symbols.","Masukkan kurang atau sama dari pada simbol {0}."
"Please enter {0} words or less.","Silakan masukkan {0} kata atau kurang."
"Please enter at least {0} words.","Silakan masukkan setidaknya {0} kata-kata."
"Please enter between {0} and {1} words.","Silakan masukkan antara {0} dan {1} kata-kata."
"Letters or punctuation only please","Surat atau tanda baca saja"
"Letters, numbers, spaces or underscores only please","Huruf, angka, spasi atau garis bawah saja"
"Letters only please","Surat saja silahkan"
"No white space please","Tidak ada tempat putih silahkan"
"Your ZIP-code must be in the range 902xx-xxxx to 905-xx-xxxx","Kode pos Anda harus berada di kisaran 902xx-xxxx sampai 905-xx-xxxx"
"A positive or negative non-decimal number please","Angka positif atau negatif non-desimal tolong"
"The specified vehicle identification number (VIN) is invalid.","Nomor identifikasi kendaraan tertentu (VIN) tidak valid."
"Please enter a correct date","Silakan masukkan tanggal yang benar"
"Vul hier een geldige datum in.","Dan Red hier een geldige datum di."
"Please enter a valid time, between 00:00 and 23:59","Silakan masukkan waktu yang valid, antara pukul 00:00 dan 23:59"
"Please enter a valid time, between 00:00 am and 12:00 pm","Silakan masukkan waktu yang valid, antara pukul 00:00 dan 12:00 pm"
"Please specify a valid phone number","Silakan tentukan nomor telepon yang valid"
"Please specify a valid mobile number","Silakan tentukan nomor ponsel yang valid"
"Please enter at least {0} characters","Silakan masukkan setidaknya {0} karakter"
"Please enter a valid IP v4 address.","Silakan masukkan alamat IP v4 yang valid."
"Please enter a valid IP v6 address.","Silakan masukkan alamat IP v6 yang valid."
"Invalid format.","Format yang tidak valid."
"HTML tags are not allowed.","Tag HTML tidak diizinkan."
"Please select an option.","Silahkan pilih salah satu pilihan."
"Empty Value.","Nilai kosong."
"Please use only letters (a-z or A-Z), numbers (0-9) or spaces only in this field.","Silakan gunakan hanya huruf (a-z atau A-Z), angka (0-9) atau spasi hanya di bidang ini."
"Please use only letters (a-z or A-Z), numbers (0-9) or underscore (_) in this field, and the first character should be a letter.","Silakan gunakan hanya huruf (a-z atau A-Z), angka (0-9) atau garis bawah (_) di bidang ini, dan huruf pertama harus berupa huruf."
"Please use only letters (a-z or A-Z), numbers (0-9), spaces and ""#"" in this field.","Silakan gunakan hanya huruf (a-z atau A-Z), angka (0-9), spasi dan ""#"" di bidang ini."
"Please enter a valid phone number. For example (123) 456-7890 or 123-456-7890.","Silahkan masukkan nomor telepon yang benar. Misalnya (123) 456-7890 atau 123-456-7890."
"Please enter a valid fax number (Ex: 123-456-7890).","Silakan masukkan nomor faks yang valid (Mis: 123-456-7890)."
"Please enter a valid email address (Ex: johndoe@domain.com).","Silakan masukkan alamat email yang valid (Ex: johndoe@domain.com)."
"Please enter 6 or more characters. Leading and trailing spaces will be ignored.","Masukkan 6 karakter atau lebih. Leading dan trailing spaces akan diabaikan."
"Please enter 7 or more characters, using both numeric and alphabetic.","Silakan masukkan 7 karakter atau lebih, gunakan angka numerik dan abjad."
"Minimum length of this field must be equal or greater than %1 symbols. Leading and trailing spaces will be ignored.","Panjang minimum bidang ini harus sama atau lebih besar dari simbol %1. Leading dan trailing spaces akan diabaikan."
"Please enter a valid URL. Protocol is required (http://, https:// or ftp://).","Masukkan URL yang valid Protokol diperlukan (http://, https:// atau ftp://)."
"Please enter a valid URL. For example http://www.example.com or www.example.com.","Masukkan URL yang valid Misalnya http://www.example.com atau www.example.com."
"Please enter a valid XML-identifier (Ex: something_1, block5, id-4).","Silakan masukkan pengenal XML yang valid (Ex: something_1, block5, id-4)."
"Please enter a valid social security number (Ex: 123-45-6789).","Silakan masukkan nomor jaminan sosial yang valid (Mis: 123-45-6789)."
"Please enter a valid zip code (Ex: 90602 or 90602-1234).","Silakan masukkan kode pos yang valid (Mis: 90602 atau 90602-1234)."
"Please use this date format: dd/mm/yyyy. For example 17/03/2006 for the 17th of March, 2006.","Silakan gunakan format tanggal ini: dd/mm/yyyy. Misalnya 17/03/2006 untuk tanggal 17 Maret 2006."
"Please enter a valid $ amount. For example $100.00.","Masukkan jumlah $ yang valid. Misalnya $100.00."
"Please enter a number greater than 0 in this field.","Masukkan angka lebih besar dari 0 di bidang ini."
"Please input a valid CSS-length (Ex: 100px, 77pt, 20em, .5ex or 50%).","Silakan masukan panjang CSS yang valid (Ex: 100px, 77pt, 20em, .5ex atau 50%)."
"Please enter a valid integer in this field.","Masukkan integer berlaku dalam bidang ini."
"The value is not within the specified range.","Nilai tidak berada dalam kisaran yang ditentukan."
"Please use letters only (a-z or A-Z) in this field.","Silakan gunakan huruf saja (a-z atau A-Z) di bidang ini."
"Please use only letters (a-z or A-Z) or numbers (0-9) in this field. No spaces or other characters are allowed.","Silakan gunakan hanya huruf (a-z atau A-Z) atau angka (0-9) di bidang ini. Tidak ada spasi atau karakter lain yang diperbolehkan."
"Please enter a valid date.","Silakan masukkan tanggal yang valid."
"Please enter a valid URL Key (Ex: ""example-page"", ""example-page.html"" or ""anotherlevel/example-page"").","Masukkan Kunci URL yang valid (Contoh: ""halaman contoh"", ""example-page.html"" atau ""anotherlevel / example-page"")."
"Please enter a valid zip code.","Silakan masukkan kode pos yang valid."
"Please select State/Province.","Silahkan pilih State/Province."
"Please enter valid email addresses, separated by commas. For example, johndoe@domain.com, johnsmith@domain.com.","Silakan masukkan alamat email yang benar, dipisahkan dengan koma. Misalnya, johndoe@domain.com, johnsmith@domain.com."
"Please enter issue number or start date for switch/solo card type.","Silakan masukkan nomor penerbitan atau tanggal mulai beralih/jenis kartu solo."
"Please enter positive number in this field.","Silakan masukkan angka positif di bidang ini."
"Please enter a valid value, ex: 10,20,30","Silakan masukkan nilai yang valid, misal: 10,20,30"
"File you are trying to upload exceeds maximum file size limit.","File yang ingin Anda upload melebihi batas ukuran file maksimum."
"Please use tag SCRIPT with SRC attribute or with proper content to include JavaScript to the document.","Silakan gunakan tag SCRIPT dengan atribut SRC atau dengan konten yang tepat untuk memasukkan JavaScript ke dokumen."
"The date is not within the specified range.","Tanggal tidak termasuk dalam rentang yang ditentukan."
Attention,Perhatian
"Label Button 2","Label tombol 2"
"Label Actions One","Label Tindakan Satu"
"Label Actions Two","Tindakan Label Dua"
"Some Dynamic Actions","Beberapa Tindakan Dinamis"
"Log JS Errors to Session Storage","JS log kesalahan untuk sesi Penyimpanan"
"If enabled, can be used by functional tests for extended reporting","Jika diaktifkan, dapat digunakan oleh tes fungsional untuk pelaporan yang diperluas"
"Log JS Errors to Session Storage Key","JS log kesalahan untuk sesi penyimpanan kunci"
"Use this key to retrieve collected js errors","Gunakan kunci ini untuk mengambil kesalahan js yang terkumpul"
settings/label,pengaturan/label
settings/confirm/title,pengaturan/mengkonfirmasi/judul
settings/title,pengaturan/judul
settings/description,"pengaturan Deskripsi"
"
                        formElements/*[name(.)=../../@formElement]/settings/description
                    ","
formElements/*[name(.) =.. /.. /@formElement]/Settings/Description                    "
"
                        formElements/*[name(.)=../../@formElement]/settings/caption
                    ","
formElements/*[nama(.) =.. /.. /@formElement]/pengaturan/caption                    "
"
                        formElements/*[name(.)=../../@formElement]/settings/title
                    ","
formElements/*[nama(.) =.. /.. /@formElement]/pengaturan/caption                    "
settings/placeholder,"pengaturan pengganti"
settings/caption,"pengaturan teks"
settings/subTitle,"pengaturan sub-judul"
settings/visible,"pengaturan dan terlihat"
settings/showLabel,"pengaturan showLabel"
settings/breakLine,"pengaturan breakLine"
settings/required,"pengaturan / diperlukan"
settings/size,"pengaturan / ukuran"
settings/notice,"pengaturan pemberitahuan"
settings/tooltip/description,tooltip/pengaturan/Keterangan
settings/addBefore,"pengaturan addBefore"
settings/addAfter,"pengaturan addAfter"
"UPS Next Day Air","Keesokan harinya udara"
"UPS Second Day Air","UPS Pengiriman Hari Kedua"
"UPS Ground","UPS Tanah"
"UPS Worldwide Express","UPS Express Di seluruh dunia"
"UPS Worldwide Expedited","UPS Dipercepat di seluruh dunia"
"UPS Standard","UPS Standar"
"UPS Three-Day Select","UPS Pilihan Tiga Hari"
"UPS Next Day Air Saver","UPS Hari Berikutnya Air Saver"
"UPS Next Day Air Early A.M.","UPS Next Day Air Awal A.M."
"UPS Worldwide Express Plus","UPS Express Plus Di seluruh dunia"
"UPS Second Day Air A.M.","UPS Pengiriman Awal Hari Kedua A.M."
"UPS Saver","UPS Penghemat"
"UPS Worldwide Saver","UPS Saver di seluruh dunia"
"UPS Expedited","UPS dipercepat"
"UPS Express Early A.M.","UPS Express awal A.M."
"UPS Worldwide Express PlusSM","UPS Express PlusSM di seluruh dunia"
"UPS Today Standard","Standar UPS Hari Ini"
"UPS Today Dedicated Courrier","UPS Hari ini Didedikasikan Courrier"
"UPS Today Intercity","UPS Antar kota hari ini"
"UPS Today Express","UPS Express hari ini"
"UPS Today Express Saver","UPS Express Saver hari ini"
"Next Day Air Early AM","Hari berikutnya Udara awal AM"
"Next Day Air Early AM Letter","Selanjutnya Hari udara surat awal AM"
"Next Day Air","Hari berikutnya udara"
"Next Day Air Letter","Surat udara Hari Berikutnya"
"Next Day Air Intra (Puerto Rico)","Hari berikutnya udara intra (Puerto Rico)"
"Next Day Air Saver","Hari Berikutnya Saver Udara"
"Next Day Air Saver Letter","Surat Air Saver Hari Berikutnya"
"2nd Day Air AM","2 hari Air AM"
"2nd Day Air AM Letter","Surat Air ke 2 Hari"
"2nd Day Air","2 hari Air"
"2nd Day Air Letter","Surat Air ke 2 Hari"
"3 Day Select","3 Hari yang dipilih"
"Ground Commercial","Komersial tanah"
"Ground Residential","Tanah perumahan"
"Canada Standard","Standar Kanada"
"Worldwide Express","Express Di seluruh dunia"
"Worldwide Express Saver","Express Saver di seluruh dunia"
"Worldwide Express Letter","Express surat di seluruh dunia"
"Worldwide Express Plus","Express Plus di seluruh dunia"
"Worldwide Express Plus Letter","Express Plus Surat di seluruh dunia"
"Worldwide Expedited","Dipercepat di seluruh dunia"
"Customer Packaging","Kemasan Pelanggan"
"UPS Letter Envelope","Amplop Surat UPS"
"Customer Supplied Package","Paket yang Disediakan Pelanggan"
"UPS Tube","Tabung UPS"
"UPS Express Box","Kotak Ekspres UPS"
"UPS Worldwide 25 kilo","UPS di seluruh dunia 25 kilo"
"UPS Worldwide 10 kilo","UPS di seluruh dunia 10 kilo"
Pallet,Palet
"Small Express Box","Kotak Ekspres Kecil"
"Medium Express Box","Kotak Medium Express"
"Large Express Box","Kotak Ekspres Besar"
Residential,Perumahan
Commercial,Komersial
"Sorry, something went wrong. Please try again or contact us and we'll try to help.","Maaf, ada yang tidak beres. Silakan coba lagi atau hubungi kami dan kami akan mencoba membantu."
"Cannot retrieve shipping rates","Tidak dapat mengambil tarif pengiriman"
"We can't convert a rate from ""%1-%2"".","Kami tidak dapat mengubah tarif dari ""%1-%2""."
error_message,"kesalahan pesan"
"Delivery Confirmation","Konfirmasi pengiriman"
"Signature Required","Tanda tangan yang disyaratkan"
"Adult Signature Required","Tanda tangan dewasa diperlukan"
"United Parcel Service","Layanan United parsel"
"United Parcel Service XML","Layanan United Parsel XML"
"Access License Number","Nomor lisensi akses"
Container,Wadah
"Destination Type","Jenis Tujuan"
"Gateway XML URL","Gateway URL XML"
"Minimum Package Weight (Please consult your shipping carrier for minimum supported shipping weight)","Minimum Paket Berat (Silakan berkonsultasi dengan operator pengiriman Anda untuk pengiriman berat yang didukung minimum)"
"Origin of the Shipment","Asal kiriman"
"Pickup Method","Metode Pickup"
"Tracking XML URL","URL XML Pelacakan"
"UPS Type","Tipe UPS"
"Live Account","Akun live"
"User ID","Identitas pengguna"
"Enable Negotiated Rates","Aktifkan Tarif Negosiasi"
"Request Tax-Inclusive Rate","Meminta nilai Termasuk-Pajak"
"Shipper Number","Nomor pengirim"
"Required for negotiated rates; 6-character UPS","Diperlukan untuk tingkat negosiasi; 6-karakter UPS"
"This enables or disables SSL verification of the Magento server by UPS.","Ini memungkinkan atau menonaktifkan verifikasi SSL dari server Magento oleh UPS."
"Edit URL Rewrite for a Category","Ubah penulisan ulang URL untuk kategori"
"Add URL Rewrite for a Category","Tambahkan URL pada penulisan katagori ulang"
Category:,Katagori:
"We can't set up a URL rewrite because the product you chose is not associated with a website.","Kami tidak dapat membuat penulisan ulang URL karena produk yang Anda pilih tidak terkait dengan situs web."
"Please assign a website to the selected category.","Silakan tetapkan situs web ke kategori yang dipilih."
"Edit URL Rewrite for a Product","Edit Rewrite URL untuk sebuah Produk"
"Add URL Rewrite for a Product","Tambahkan Rewrite URL untuk sebuah Produk"
Product:,Produk:
"Skip Category Selection","Lewati Pilihan Kategori"
"Edit URL Rewrite for CMS page","Edit URL Rewrite untuk halaman CMS"
"Add URL Rewrite for CMS page","Tambahkan URL Rewrite untuk halaman CMS"
"CMS page:","Halaman CMS:"
